project_accession	project_alias	sample_alias	run_alias	library_name	library_source	library_selection	library_strategy	library_construction_protocol	instrument_model	file_type	library_layout	insert_size	forward_file_name	reverse_file_name
EGAS00001005523	G-SAM	CCD1	CCD1-1911_NGS19-J302_BHJTTYDSXX_S36_L001	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CCD1-1911_NGS19-J302_BHJTTYDSXX_S36_L001_R1_001.fastq.gz	CCD1-1911_NGS19-J302_BHJTTYDSXX_S36_L001_R2_001.fastq.gz
EGAS00001005524	G-SAM	CCD2	CCD2-1913_NGS19-J272_AHKK5WDSXX_S12_L002	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CCD2-1913_NGS19-J272_AHKK5WDSXX_S12_L002_R1_001.fastq.gz	CCD2-1913_NGS19-J272_AHKK5WDSXX_S12_L002_R2_001.fastq.gz
EGAS00001005524	G-SAM	CCD2	CCD2-1913_NGS19-J272_BHJTTYDSXX_S6_L001	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CCD2-1913_NGS19-J272_BHJTTYDSXX_S6_L001_R1_001.fastq.gz	CCD2-1913_NGS19-J272_BHJTTYDSXX_S6_L001_R2_001.fastq.gz
EGAS00001005525	G-SAM	CCW1	CCW1-1901_NGS19-J322_AHKK5WDSXX_S110_L003	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CCW1-1901_NGS19-J322_AHKK5WDSXX_S110_L003_R1_001.fastq.gz	CCW1-1901_NGS19-J322_AHKK5WDSXX_S110_L003_R2_001.fastq.gz
EGAS00001005525	G-SAM	CCW1	CCW1-1901_NGS19-J322_BHJTTYDSXX_S56_L001	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CCW1-1901_NGS19-J322_BHJTTYDSXX_S56_L001_R1_001.fastq.gz	CCW1-1901_NGS19-J322_BHJTTYDSXX_S56_L001_R2_001.fastq.gz
EGAS00001005526	G-SAM	CCW2	CCW2-2746_NGS19-J554_AHM2NJDSXX_S281_L004	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CCW2-2746_NGS19-J554_AHM2NJDSXX_S281_L004_R1_001.fastq.gz	CCW2-2746_NGS19-J554_AHM2NJDSXX_S281_L004_R2_001.fastq.gz
EGAS00001005526	G-SAM	CCZ1	CCZ1_NGS20-O008_AHGJCYDSXY_S112_L002	NGS20	TRANSCRIPTOMIC	cDNA	RNA-seq	RNeasy FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CCZ1_NGS20-O008_AHGJCYDSXY_S112_L002_R1_001.fastq.gz	CCZ1_NGS20-O008_AHGJCYDSXY_S112_L002_R2_001.fastq.gz
EGAS00001005527	G-SAM	CCZ2	CCZ2-2458_NGS19-J470_AHM2NJDSXX_S18_L002	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CCZ2-2458_NGS19-J470_AHM2NJDSXX_S18_L002_R1_001.fastq.gz	CCZ2-2458_NGS19-J470_AHM2NJDSXX_S18_L002_R2_001.fastq.gz
EGAS00001005527	G-SAM	CDA1	CDA1-1892_NGS19-J273_AHKK5WDSXX_S13_L002	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CDA1-1892_NGS19-J273_AHKK5WDSXX_S13_L002_R1_001.fastq.gz	CDA1-1892_NGS19-J273_AHKK5WDSXX_S13_L002_R2_001.fastq.gz
EGAS00001005528	G-SAM	CDA1	CDA1-1892_NGS19-J273_BHJTTYDSXX_S7_L001	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CDA1-1892_NGS19-J273_BHJTTYDSXX_S7_L001_R1_001.fastq.gz	CDA1-1892_NGS19-J273_BHJTTYDSXX_S7_L001_R2_001.fastq.gz
EGAS00001005528	G-SAM	CDA2	CDA2-1908_NGS19-J408_AHLGTCDSXX_S52_L003	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CDA2-1908_NGS19-J408_AHLGTCDSXX_S52_L003_R1_001.fastq.gz	CDA2-1908_NGS19-J408_AHLGTCDSXX_S52_L003_R2_001.fastq.gz
EGAS00001005529	G-SAM	CDD1	CDD1-2615_NGS19-J424_AHLGTCDSXX_S68_L003	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CDD1-2615_NGS19-J424_AHLGTCDSXX_S68_L003_R1_001.fastq.gz	CDD1-2615_NGS19-J424_AHLGTCDSXX_S68_L003_R2_001.fastq.gz
EGAS00001005529	G-SAM	CDD2	CDD2-2616_NGS19-J561_BHM33WDSXX_S13_L002	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CDD2-2616_NGS19-J561_BHM33WDSXX_S13_L002_R1_001.fastq.gz	CDD2-2616_NGS19-J561_BHM33WDSXX_S13_L002_R2_001.fastq.gz
EGAS00001005530	G-SAM	CDF1	CDF1-2472_NGS19-J443_AHLGTCDSXX_S87_L004	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CDF1-2472_NGS19-J443_AHLGTCDSXX_S87_L004_R1_001.fastq.gz	CDF1-2472_NGS19-J443_AHLGTCDSXX_S87_L004_R2_001.fastq.gz
EGAS00001005530	G-SAM	CDF2	CDF2-2456_NGS19-J458_AHLGTCDSXX_S102_L004	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CDF2-2456_NGS19-J458_AHLGTCDSXX_S102_L004_R1_001.fastq.gz	CDF2-2456_NGS19-J458_AHLGTCDSXX_S102_L004_R2_001.fastq.gz
EGAS00001005531	G-SAM	CDH1	CDH1_NGS20-O007_AHGJCYDSXY_S111_L002	NGS20	TRANSCRIPTOMIC	cDNA	RNA-seq	RNeasy FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CDH1_NGS20-O007_AHGJCYDSXY_S111_L002_R1_001.fastq.gz	CDH1_NGS20-O007_AHGJCYDSXY_S111_L002_R2_001.fastq.gz
EGAS00001005531	G-SAM	CDH2	CDH2-2620_NGS19-J460_AHM2NJDSXX_S8_L002	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CDH2-2620_NGS19-J460_AHM2NJDSXX_S8_L002_R1_001.fastq.gz	CDH2-2620_NGS19-J460_AHM2NJDSXX_S8_L002_R2_001.fastq.gz
EGAS00001005532	G-SAM	DAB1	DAB1-2321_NGS19-J613_BHM33WDSXX_S65_L003	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	DAB1-2321_NGS19-J613_BHM33WDSXX_S65_L003_R1_001.fastq.gz	DAB1-2321_NGS19-J613_BHM33WDSXX_S65_L003_R2_001.fastq.gz
EGAS00001005532	G-SAM	DAB2	DAB2-2322_NGS19-J585_BHM33WDSXX_S37_L002	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	DAB2-2322_NGS19-J585_BHM33WDSXX_S37_L002_R1_001.fastq.gz	DAB2-2322_NGS19-J585_BHM33WDSXX_S37_L002_R2_001.fastq.gz
EGAS00001005533	G-SAM	DAC1	DAC1-2323_NGS19-J517_AHM2NJDSXX_S244_L003	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	DAC1-2323_NGS19-J517_AHM2NJDSXX_S244_L003_R1_001.fastq.gz	DAC1-2323_NGS19-J517_AHM2NJDSXX_S244_L003_R2_001.fastq.gz
EGAS00001005533	G-SAM	DAC2	DAC2-2324_NGS19-J533_AHM2NJDSXX_S260_L004	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	DAC2-2324_NGS19-J533_AHM2NJDSXX_S260_L004_R1_001.fastq.gz	DAC2-2324_NGS19-J533_AHM2NJDSXX_S260_L004_R2_001.fastq.gz
EGAS00001005534	G-SAM	DAD1	DAD1-2325_NGS19-J549_AHM2NJDSXX_S276_L004	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	DAD1-2325_NGS19-J549_AHM2NJDSXX_S276_L004_R1_001.fastq.gz	DAD1-2325_NGS19-J549_AHM2NJDSXX_S276_L004_R2_001.fastq.gz
EGAS00001005534	G-SAM	DAD2	DAD2-2326_NGS19-J637_BHM33WDSXX_S89_L004	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	DAD2-2326_NGS19-J637_BHM33WDSXX_S89_L004_R1_001.fastq.gz	DAD2-2326_NGS19-J637_BHM33WDSXX_S89_L004_R2_001.fastq.gz
EGAS00001005535	G-SAM	EAC1	EAC1-2330_NGS19-J606_BHM33WDSXX_S58_L003	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	EAC1-2330_NGS19-J606_BHM33WDSXX_S58_L003_R1_001.fastq.gz	EAC1-2330_NGS19-J606_BHM33WDSXX_S58_L003_R2_001.fastq.gz
EGAS00001005535	G-SAM	EAC2	EAC2-2329_NGS19-J577_BHM33WDSXX_S29_L002	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	EAC2-2329_NGS19-J577_BHM33WDSXX_S29_L002_R1_001.fastq.gz	EAC2-2329_NGS19-J577_BHM33WDSXX_S29_L002_R2_001.fastq.gz
EGAS00001005536	G-SAM	EAD1	EAD1-2191_NGS19-J491_AHM2NJDSXX_S218_L003	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	EAD1-2191_NGS19-J491_AHM2NJDSXX_S218_L003_R1_001.fastq.gz	EAD1-2191_NGS19-J491_AHM2NJDSXX_S218_L003_R2_001.fastq.gz
EGAS00001005536	G-SAM	EAD2	EAD2-2192_NGS19-J573_BHM33WDSXX_S25_L002	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	EAD2-2192_NGS19-J573_BHM33WDSXX_S25_L002_R1_001.fastq.gz	EAD2-2192_NGS19-J573_BHM33WDSXX_S25_L002_R2_001.fastq.gz
EGAS00001005537	G-SAM	EAE1	EAE1-2193_NGS19-J582_BHM33WDSXX_S34_L002	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	EAE1-2193_NGS19-J582_BHM33WDSXX_S34_L002_R1_001.fastq.gz	EAE1-2193_NGS19-J582_BHM33WDSXX_S34_L002_R2_001.fastq.gz
EGAS00001005537	G-SAM	EAE2	EAE2-2194_NGS19-J469_AHM2NJDSXX_S17_L002	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	EAE2-2194_NGS19-J469_AHM2NJDSXX_S17_L002_R1_001.fastq.gz	EAE2-2194_NGS19-J469_AHM2NJDSXX_S17_L002_R2_001.fastq.gz
EGAS00001005538	G-SAM	EAF1	EAF1-2624_NGS19-J501_AHM2NJDSXX_S228_L003	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	EAF1-2624_NGS19-J501_AHM2NJDSXX_S228_L003_R1_001.fastq.gz	EAF1-2624_NGS19-J501_AHM2NJDSXX_S228_L003_R2_001.fastq.gz
EGAS00001005538	G-SAM	EAF2	EAF2-2626_NGS19-J416_AHLGTCDSXX_S60_L003	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	EAF2-2626_NGS19-J416_AHLGTCDSXX_S60_L003_R1_001.fastq.gz	EAF2-2626_NGS19-J416_AHLGTCDSXX_S60_L003_R2_001.fastq.gz
EGAS00001005539	G-SAM	EAG1	EAG1-2197_NGS19-J328_AHKK5WDSXX_S116_L003	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	EAG1-2197_NGS19-J328_AHKK5WDSXX_S116_L003_R1_001.fastq.gz	EAG1-2197_NGS19-J328_AHKK5WDSXX_S116_L003_R2_001.fastq.gz
EGAS00001005539	G-SAM	EAG1	EAG1-2197_NGS19-J328_BHJTTYDSXX_S62_L001	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	EAG1-2197_NGS19-J328_BHJTTYDSXX_S62_L001_R1_001.fastq.gz	EAG1-2197_NGS19-J328_BHJTTYDSXX_S62_L001_R2_001.fastq.gz
EGAS00001005540	G-SAM	EAG2	EAG2-2198_NGS19-J555_BHM33WDSXX_S7_L002	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	EAG2-2198_NGS19-J555_BHM33WDSXX_S7_L002_R1_001.fastq.gz	EAG2-2198_NGS19-J555_BHM33WDSXX_S7_L002_R2_001.fastq.gz
EGAS00001005540	G-SAM	EAI1	EAI1-2201_NGS19-J562_BHM33WDSXX_S14_L002	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	EAI1-2201_NGS19-J562_BHM33WDSXX_S14_L002_R1_001.fastq.gz	EAI1-2201_NGS19-J562_BHM33WDSXX_S14_L002_R2_001.fastq.gz
EGAS00001005541	G-SAM	EAI2	EAI2-2202_NGS19-J435_AHLGTCDSXX_S79_L004	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	EAI2-2202_NGS19-J435_AHLGTCDSXX_S79_L004_R1_001.fastq.gz	EAI2-2202_NGS19-J435_AHLGTCDSXX_S79_L004_R2_001.fastq.gz
EGAS00001005541	G-SAM	EAJ1	EAJ1-2235_NGS19-J335_AHKK5WDSXX_S123_L004	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	EAJ1-2235_NGS19-J335_AHKK5WDSXX_S123_L004_R1_001.fastq.gz	EAJ1-2235_NGS19-J335_AHKK5WDSXX_S123_L004_R2_001.fastq.gz
EGAS00001005542	G-SAM	EAJ2	EAJ2-2387_NGS19-J423_AHLGTCDSXX_S67_L003	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	EAJ2-2387_NGS19-J423_AHLGTCDSXX_S67_L003_R1_001.fastq.gz	EAJ2-2387_NGS19-J423_AHLGTCDSXX_S67_L003_R2_001.fastq.gz
EGAS00001005542	G-SAM	EAK1	EAK1-2237_NGS19-J387_AHLGTCDSXX_S31_L002	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	EAK1-2237_NGS19-J387_AHLGTCDSXX_S31_L002_R1_001.fastq.gz	EAK1-2237_NGS19-J387_AHLGTCDSXX_S31_L002_R2_001.fastq.gz
EGAS00001005543	G-SAM	EAK2	EAK2-2238_NGS19-J588_BHM33WDSXX_S40_L003	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	EAK2-2238_NGS19-J588_BHM33WDSXX_S40_L003_R1_001.fastq.gz	EAK2-2238_NGS19-J588_BHM33WDSXX_S40_L003_R2_001.fastq.gz
EGAS00001005543	G-SAM	EAL1	EAL1-2239_NGS19-J503_AHM2NJDSXX_S230_L003	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	EAL1-2239_NGS19-J503_AHM2NJDSXX_S230_L003_R1_001.fastq.gz	EAL1-2239_NGS19-J503_AHM2NJDSXX_S230_L003_R2_001.fastq.gz
EGAS00001005544	G-SAM	EAL2	EAL2-2240_NGS19-J605_BHM33WDSXX_S57_L003	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	EAL2-2240_NGS19-J605_BHM33WDSXX_S57_L003_R1_001.fastq.gz	EAL2-2240_NGS19-J605_BHM33WDSXX_S57_L003_R2_001.fastq.gz
EGAS00001005544	G-SAM	EAN2	EAN2-2388_NGS19-J434_AHLGTCDSXX_S78_L004	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	EAN2-2388_NGS19-J434_AHLGTCDSXX_S78_L004_R1_001.fastq.gz	EAN2-2388_NGS19-J434_AHLGTCDSXX_S78_L004_R2_001.fastq.gz
EGAS00001005545	G-SAM	EAO1	EAO1-2389_NGS19-J378_AHLGTCDSXX_S22_L002	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	EAO1-2389_NGS19-J378_AHLGTCDSXX_S22_L002_R1_001.fastq.gz	EAO1-2389_NGS19-J378_AHLGTCDSXX_S22_L002_R2_001.fastq.gz
EGAS00001005545	G-SAM	EAO2	EAO2-2390_NGS19-J449_AHLGTCDSXX_S93_L004	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	EAO2-2390_NGS19-J449_AHLGTCDSXX_S93_L004_R1_001.fastq.gz	EAO2-2390_NGS19-J449_AHLGTCDSXX_S93_L004_R2_001.fastq.gz
EGAS00001005546	G-SAM	EAP1	EAP1-2247_NGS19-J591_BHM33WDSXX_S43_L003	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	EAP1-2247_NGS19-J591_BHM33WDSXX_S43_L003_R1_001.fastq.gz	EAP1-2247_NGS19-J591_BHM33WDSXX_S43_L003_R2_001.fastq.gz
EGAS00001005546	G-SAM	EAP2	EAP2-2391_NGS19-J326_AHKK5WDSXX_S114_L003	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	EAP2-2391_NGS19-J326_AHKK5WDSXX_S114_L003_R1_001.fastq.gz	EAP2-2391_NGS19-J326_AHKK5WDSXX_S114_L003_R2_001.fastq.gz
EGAS00001005547	G-SAM	EAP2	EAP2-2391_NGS19-J326_BHJTTYDSXX_S60_L001	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	EAP2-2391_NGS19-J326_BHJTTYDSXX_S60_L001_R1_001.fastq.gz	EAP2-2391_NGS19-J326_BHJTTYDSXX_S60_L001_R2_001.fastq.gz
EGAS00001005547	G-SAM	EAQ1	EAQ1-2249_NGS19-J525_AHM2NJDSXX_S252_L004	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	EAQ1-2249_NGS19-J525_AHM2NJDSXX_S252_L004_R1_001.fastq.gz	EAQ1-2249_NGS19-J525_AHM2NJDSXX_S252_L004_R2_001.fastq.gz
EGAS00001005548	G-SAM	EAQ2	EAQ2-2250_NGS19-J535_AHM2NJDSXX_S262_L004	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	EAQ2-2250_NGS19-J535_AHM2NJDSXX_S262_L004_R1_001.fastq.gz	EAQ2-2250_NGS19-J535_AHM2NJDSXX_S262_L004_R2_001.fastq.gz
EGAS00001005548	G-SAM	EAT1	EAT1-2253_NGS19-J638_BHM33WDSXX_S90_L004	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	EAT1-2253_NGS19-J638_BHM33WDSXX_S90_L004_R1_001.fastq.gz	EAT1-2253_NGS19-J638_BHM33WDSXX_S90_L004_R2_001.fastq.gz
EGAS00001005549	G-SAM	EAT2	EAT2-2254_NGS19-J624_BHM33WDSXX_S76_L004	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	EAT2-2254_NGS19-J624_BHM33WDSXX_S76_L004_R1_001.fastq.gz	EAT2-2254_NGS19-J624_BHM33WDSXX_S76_L004_R2_001.fastq.gz
EGAS00001005549	G-SAM	EAU1	EAU1-2255_NGS19-J623_BHM33WDSXX_S75_L004	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	EAU1-2255_NGS19-J623_BHM33WDSXX_S75_L004_R1_001.fastq.gz	EAU1-2255_NGS19-J623_BHM33WDSXX_S75_L004_R2_001.fastq.gz
EGAS00001005550	G-SAM	EAU2	EAU2-2256_NGS19-J626_BHM33WDSXX_S78_L004	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	EAU2-2256_NGS19-J626_BHM33WDSXX_S78_L004_R1_001.fastq.gz	EAU2-2256_NGS19-J626_BHM33WDSXX_S78_L004_R2_001.fastq.gz
EGAS00001005550	G-SAM	EAV1	EAV1-2257_NGS19-J629_BHM33WDSXX_S81_L004	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	EAV1-2257_NGS19-J629_BHM33WDSXX_S81_L004_R1_001.fastq.gz	EAV1-2257_NGS19-J629_BHM33WDSXX_S81_L004_R2_001.fastq.gz
EGAS00001005551	G-SAM	EAW1	EAW1-2259_NGS19-J633_BHM33WDSXX_S85_L004	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	EAW1-2259_NGS19-J633_BHM33WDSXX_S85_L004_R1_001.fastq.gz	EAW1-2259_NGS19-J633_BHM33WDSXX_S85_L004_R2_001.fastq.gz
EGAS00001005551	G-SAM	EAW2	EAW2-2260_NGS19-J628_BHM33WDSXX_S80_L004	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	EAW2-2260_NGS19-J628_BHM33WDSXX_S80_L004_R1_001.fastq.gz	EAW2-2260_NGS19-J628_BHM33WDSXX_S80_L004_R2_001.fastq.gz
EGAS00001005552	G-SAM	EAY1	EAY1-2263_NGS19-J405_AHLGTCDSXX_S49_L003	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	EAY1-2263_NGS19-J405_AHLGTCDSXX_S49_L003_R1_001.fastq.gz	EAY1-2263_NGS19-J405_AHLGTCDSXX_S49_L003_R2_001.fastq.gz
